Date,Bar Name,Brand Name,Consumed (ml),Purchase (ml),Opening Balance,Closing Balance,Transactions,Day of Week,Stockout Flag
2023-04-16,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Sunday,0
2023-04-17,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Monday,0
2023-04-18,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Tuesday,0
2023-04-19,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Wednesday,0
2023-04-20,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Thursday,0
2023-04-21,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Friday,0
2023-04-22,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Saturday,0
2023-04-23,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Sunday,0
2023-04-24,Smith's Bar,Captain Morgan,0.0,0.0,4715.75,4715.75,0.0,Monday,0
2023-04-25,Smith's Bar,Captain Morgan,127.28,1416.8,4715.75,6005.27,1.0,Tuesday,0
2023-04-26,Smith's Bar,Captain Morgan,0.0,0.0,6005.27,6005.27,0.0,Wednesday,0
2023-04-27,Smith's Bar,Captain Morgan,252.3,0.0,6005.27,5752.97,1.0,Thursday,0
2023-04-28,Smith's Bar,Captain Morgan,0.0,0.0,5752.97,5752.97,0.0,Friday,0
2023-04-29,Smith's Bar,Captain Morgan,243.07,0.0,5752.97,5509.9,1.0,Saturday,0
2023-04-30,Smith's Bar,Captain Morgan,0.0,0.0,5509.9,5509.9,0.0,Sunday,0
2023-05-01,Smith's Bar,Captain Morgan,0.0,0.0,5509.9,5509.9,0.0,Monday,0
2023-05-02,Smith's Bar,Captain Morgan,354.54,0.0,5509.9,5155.36,1.0,Tuesday,0
2023-05-03,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Wednesday,0
2023-05-04,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Thursday,0
2023-05-05,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Friday,0
2023-05-06,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Saturday,0
2023-05-07,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Sunday,0
2023-05-08,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Monday,0
2023-05-09,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Tuesday,0
2023-05-10,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Wednesday,0
2023-05-11,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Thursday,0
2023-05-12,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Friday,0
2023-05-13,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Saturday,0
2023-05-14,Smith's Bar,Captain Morgan,0.0,0.0,5155.36,5155.36,0.0,Sunday,0
2023-05-15,Smith's Bar,Captain Morgan,325.35,853.75,5155.36,5683.76,1.0,Monday,0
2023-05-16,Smith's Bar,Captain Morgan,0.0,0.0,5683.76,5683.76,0.0,Tuesday,0
2023-05-17,Smith's Bar,Captain Morgan,0.0,0.0,5683.76,5683.76,0.0,Wednesday,0
2023-05-18,Smith's Bar,Captain Morgan,0.0,0.0,5683.76,5683.76,0.0,Thursday,0
2023-05-19,Smith's Bar,Captain Morgan,138.34,0.0,5683.76,5545.42,1.0,Friday,0
2023-05-20,Smith's Bar,Captain Morgan,0.0,0.0,5545.42,5545.42,0.0,Saturday,0
2023-05-21,Smith's Bar,Captain Morgan,314.0,967.99,5545.42,6199.41,1.0,Sunday,0
2023-05-22,Smith's Bar,Captain Morgan,0.0,0.0,6199.41,6199.41,0.0,Monday,0
2023-05-23,Smith's Bar,Captain Morgan,0.0,0.0,6199.41,6199.41,0.0,Tuesday,0
2023-05-24,Smith's Bar,Captain Morgan,514.56,0.0,6199.41,5684.85,1.0,Wednesday,0
2023-05-25,Smith's Bar,Captain Morgan,0.0,0.0,5684.85,5684.85,0.0,Thursday,0
2023-05-26,Smith's Bar,Captain Morgan,0.0,0.0,5684.85,5684.85,0.0,Friday,0
2023-05-27,Smith's Bar,Captain Morgan,120.68,0.0,5684.85,5564.17,1.0,Saturday,0
2023-05-28,Smith's Bar,Captain Morgan,0.0,0.0,5564.17,5564.17,0.0,Sunday,0
2023-05-29,Smith's Bar,Captain Morgan,540.61,0.0,5564.17,5023.56,1.0,Monday,0
2023-05-30,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Tuesday,0
2023-05-31,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Wednesday,0
2023-06-01,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Thursday,0
2023-06-02,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Friday,0
2023-06-03,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Saturday,0
2023-06-04,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Sunday,0
2023-06-05,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Monday,0
2023-06-06,Smith's Bar,Captain Morgan,0.0,0.0,5023.56,5023.56,0.0,Tuesday,0
2023-06-07,Smith's Bar,Captain Morgan,395.19,633.92,5023.56,5262.29,1.0,Wednesday,0
2023-06-08,Smith's Bar,Captain Morgan,0.0,0.0,5262.29,5262.29,0.0,Thursday,0
2023-06-09,Smith's Bar,Captain Morgan,0.0,0.0,5262.29,5262.29,0.0,Friday,0
2023-06-10,Smith's Bar,Captain Morgan,106.09,0.0,5262.29,5156.2,1.0,Saturday,0
2023-06-11,Smith's Bar,Captain Morgan,0.0,0.0,5156.2,5156.2,0.0,Sunday,0
2023-06-12,Smith's Bar,Captain Morgan,0.0,0.0,5156.2,5156.2,0.0,Monday,0
2023-06-13,Smith's Bar,Captain Morgan,0.0,0.0,5156.2,5156.2,0.0,Tuesday,0
2023-06-14,Smith's Bar,Captain Morgan,0.0,0.0,5156.2,5156.2,0.0,Wednesday,0
2023-06-15,Smith's Bar,Captain Morgan,103.86,0.0,5156.2,5052.34,1.0,Thursday,0
2023-06-16,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Friday,0
2023-06-17,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Saturday,0
2023-06-18,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Sunday,0
2023-06-19,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Monday,0
2023-06-20,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Tuesday,0
2023-06-21,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Wednesday,0
2023-06-22,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Thursday,0
2023-06-23,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Friday,0
2023-06-24,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Saturday,0
2023-06-25,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Sunday,0
2023-06-26,Smith's Bar,Captain Morgan,0.0,0.0,5052.34,5052.34,0.0,Monday,0
2023-06-27,Smith's Bar,Captain Morgan,544.52,0.0,5052.34,4507.82,1.0,Tuesday,0
2023-06-28,Smith's Bar,Captain Morgan,0.0,0.0,4507.82,4507.82,0.0,Wednesday,0
2023-06-29,Smith's Bar,Captain Morgan,0.0,0.0,4507.82,4507.82,0.0,Thursday,0
2023-06-30,Smith's Bar,Captain Morgan,0.0,0.0,4507.82,4507.82,0.0,Friday,0
2023-07-01,Smith's Bar,Captain Morgan,129.77,0.0,4507.82,4378.05,1.0,Saturday,0
2023-07-02,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Sunday,0
2023-07-03,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Monday,0
2023-07-04,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,1.0,Tuesday,0
2023-07-05,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Wednesday,0
2023-07-06,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Thursday,0
2023-07-07,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Friday,0
2023-07-08,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Saturday,0
2023-07-09,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Sunday,0
2023-07-10,Smith's Bar,Captain Morgan,0.0,0.0,4378.05,4378.05,0.0,Monday,0
2023-07-11,Smith's Bar,Captain Morgan,151.32,1690.16,4378.05,5916.89,1.0,Tuesday,0
2023-07-12,Smith's Bar,Captain Morgan,0.0,0.0,5916.89,5916.89,0.0,Wednesday,0
2023-07-13,Smith's Bar,Captain Morgan,271.46,0.0,5916.89,5645.43,1.0,Thursday,0
2023-07-14,Smith's Bar,Captain Morgan,0.0,0.0,5645.43,5645.43,0.0,Friday,0
2023-07-15,Smith's Bar,Captain Morgan,0.0,0.0,5645.43,5645.43,0.0,Saturday,0
2023-07-16,Smith's Bar,Captain Morgan,0.0,0.0,5645.43,5645.43,0.0,Sunday,0
2023-07-17,Smith's Bar,Captain Morgan,209.2,0.0,5645.43,5436.23,1.0,Monday,0
2023-07-18,Smith's Bar,Captain Morgan,0.0,0.0,5436.23,5436.23,0.0,Tuesday,0
2023-07-19,Smith's Bar,Captain Morgan,472.76,0.0,5436.23,4963.47,1.0,Wednesday,0
2023-07-20,Smith's Bar,Captain Morgan,0.0,0.0,4963.47,4963.47,0.0,Thursday,0
2023-07-21,Smith's Bar,Captain Morgan,0.0,0.0,4963.47,4963.47,0.0,Friday,0
2023-07-22,Smith's Bar,Captain Morgan,0.0,0.0,4963.47,4963.47,0.0,Saturday,0
2023-07-23,Smith's Bar,Captain Morgan,513.53,1616.39,4963.47,6066.33,1.0,Sunday,0
2023-07-24,Smith's Bar,Captain Morgan,400.87,0.0,6066.33,5665.46,1.0,Monday,0
2023-07-25,Smith's Bar,Captain Morgan,115.53,0.0,5665.46,5549.93,1.0,Tuesday,0
2023-07-26,Smith's Bar,Captain Morgan,0.0,0.0,5549.93,5549.93,0.0,Wednesday,0
2023-07-27,Smith's Bar,Captain Morgan,0.0,0.0,5549.93,5549.93,0.0,Thursday,0
2023-07-28,Smith's Bar,Captain Morgan,349.17,0.0,5549.93,5200.76,1.0,Friday,0
2023-07-29,Smith's Bar,Captain Morgan,0.0,0.0,5200.76,5200.76,0.0,Saturday,0
2023-07-30,Smith's Bar,Captain Morgan,0.0,0.0,5200.76,5200.76,0.0,Sunday,0
2023-07-31,Smith's Bar,Captain Morgan,234.63,0.0,5200.76,4966.13,1.0,Monday,0
2023-08-01,Smith's Bar,Captain Morgan,0.0,0.0,4966.13,4966.13,0.0,Tuesday,0
2023-08-02,Smith's Bar,Captain Morgan,331.49,0.0,4966.13,4634.64,1.0,Wednesday,0
2023-08-03,Smith's Bar,Captain Morgan,0.0,0.0,4634.64,4634.64,0.0,Thursday,0
2023-08-04,Smith's Bar,Captain Morgan,0.0,0.0,4634.64,4634.64,0.0,Friday,0
2023-08-05,Smith's Bar,Captain Morgan,0.0,0.0,4634.64,4634.64,0.0,Saturday,0
2023-08-06,Smith's Bar,Captain Morgan,0.0,0.0,4634.64,4634.64,0.0,Sunday,0
2023-08-07,Smith's Bar,Captain Morgan,0.0,0.0,4634.64,4634.64,0.0,Monday,0
2023-08-08,Smith's Bar,Captain Morgan,0.0,0.0,4634.64,4634.64,0.0,Tuesday,0
2023-08-09,Smith's Bar,Captain Morgan,211.6,0.0,4634.64,4423.04,1.0,Wednesday,0
2023-08-10,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Thursday,0
2023-08-11,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Friday,0
2023-08-12,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Saturday,0
2023-08-13,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Sunday,0
2023-08-14,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Monday,0
2023-08-15,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Tuesday,0
2023-08-16,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Wednesday,0
2023-08-17,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Thursday,0
2023-08-18,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Friday,0
2023-08-19,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Saturday,0
2023-08-20,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Sunday,0
2023-08-21,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Monday,0
2023-08-22,Smith's Bar,Captain Morgan,0.0,0.0,4423.04,4423.04,0.0,Tuesday,0
2023-08-23,Smith's Bar,Captain Morgan,561.5,0.0,4423.04,3861.54,1.0,Wednesday,0
2023-08-24,Smith's Bar,Captain Morgan,0.0,0.0,3861.54,3861.54,0.0,Thursday,0
2023-08-25,Smith's Bar,Captain Morgan,0.0,0.0,3861.54,3861.54,0.0,Friday,0
2023-08-26,Smith's Bar,Captain Morgan,434.02,0.0,3861.54,3427.52,1.0,Saturday,0
2023-08-27,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Sunday,0
2023-08-28,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Monday,0
2023-08-29,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Tuesday,0
2023-08-30,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Wednesday,0
2023-08-31,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Thursday,0
2023-09-01,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Friday,0
2023-09-02,Smith's Bar,Captain Morgan,0.0,0.0,3427.52,3427.52,0.0,Saturday,0
2023-09-03,Smith's Bar,Captain Morgan,274.17,0.0,3427.52,3153.35,1.0,Sunday,0
2023-09-04,Smith's Bar,Captain Morgan,0.0,0.0,3153.35,3153.35,0.0,Monday,0
2023-09-05,Smith's Bar,Captain Morgan,301.07,0.0,3153.35,2852.28,1.0,Tuesday,0
2023-09-06,Smith's Bar,Captain Morgan,0.0,0.0,2852.28,2852.28,0.0,Wednesday,0
2023-09-07,Smith's Bar,Captain Morgan,0.0,0.0,2852.28,2852.28,0.0,Thursday,0
2023-09-08,Smith's Bar,Captain Morgan,0.0,0.0,2852.28,2852.28,0.0,Friday,0
2023-09-09,Smith's Bar,Captain Morgan,0.0,0.0,2852.28,2852.28,0.0,Saturday,0
2023-09-10,Smith's Bar,Captain Morgan,0.0,0.0,2852.28,2852.28,0.0,Sunday,0
2023-09-11,Smith's Bar,Captain Morgan,577.47,0.0,2852.28,2274.81,1.0,Monday,0
2023-09-12,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Tuesday,0
2023-09-13,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Wednesday,0
2023-09-14,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Thursday,0
2023-09-15,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Friday,0
2023-09-16,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Saturday,0
2023-09-17,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Sunday,0
2023-09-18,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Monday,0
2023-09-19,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Tuesday,0
2023-09-20,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Wednesday,0
2023-09-21,Smith's Bar,Captain Morgan,0.0,0.0,2274.81,2274.81,0.0,Thursday,0
2023-09-22,Smith's Bar,Captain Morgan,374.43,0.0,2274.81,1900.38,1.0,Friday,0
2023-09-23,Smith's Bar,Captain Morgan,0.0,0.0,1900.38,1900.38,0.0,Saturday,0
2023-09-24,Smith's Bar,Captain Morgan,169.78,0.0,1900.38,1730.6,1.0,Sunday,0
2023-09-25,Smith's Bar,Captain Morgan,0.0,0.0,1730.6,1730.6,0.0,Monday,0
2023-09-26,Smith's Bar,Captain Morgan,0.0,0.0,1730.6,1730.6,0.0,Tuesday,0
2023-09-27,Smith's Bar,Captain Morgan,0.0,0.0,1730.6,1730.6,0.0,Wednesday,0
2023-09-28,Smith's Bar,Captain Morgan,165.61,0.0,1730.6,1564.99,1.0,Thursday,0
2023-09-29,Smith's Bar,Captain Morgan,147.02,0.0,1564.99,1417.97,1.0,Friday,0
2023-09-30,Smith's Bar,Captain Morgan,260.57,0.0,1417.97,1157.4,1.0,Saturday,0
2023-10-01,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Sunday,0
2023-10-02,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Monday,0
2023-10-03,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Tuesday,0
2023-10-04,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Wednesday,0
2023-10-05,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Thursday,0
2023-10-06,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Friday,0
2023-10-07,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Saturday,0
2023-10-08,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Sunday,0
2023-10-09,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Monday,0
2023-10-10,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Tuesday,0
2023-10-11,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Wednesday,0
2023-10-12,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Thursday,0
2023-10-13,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Friday,0
2023-10-14,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Saturday,0
2023-10-15,Smith's Bar,Captain Morgan,0.0,0.0,1157.4,1157.4,0.0,Sunday,0
2023-10-16,Smith's Bar,Captain Morgan,125.4,0.0,1157.4,1032.0,1.0,Monday,0
2023-10-17,Smith's Bar,Captain Morgan,0.0,0.0,1032.0,1032.0,0.0,Tuesday,0
2023-10-18,Smith's Bar,Captain Morgan,0.0,0.0,1032.0,1032.0,0.0,Wednesday,0
2023-10-19,Smith's Bar,Captain Morgan,265.44,0.0,1032.0,766.56,1.0,Thursday,0
2023-10-20,Smith's Bar,Captain Morgan,0.0,0.0,766.56,766.56,0.0,Friday,0
2023-10-21,Smith's Bar,Captain Morgan,0.0,0.0,766.56,766.56,0.0,Saturday,0
2023-10-22,Smith's Bar,Captain Morgan,0.0,0.0,766.56,766.56,0.0,Sunday,0
2023-10-23,Smith's Bar,Captain Morgan,0.0,0.0,766.56,766.56,0.0,Monday,0
2023-10-24,Smith's Bar,Captain Morgan,492.81,0.0,766.56,273.75,1.0,Tuesday,0
2023-10-25,Smith's Bar,Captain Morgan,0.0,0.0,273.75,273.75,0.0,Wednesday,0
2023-10-26,Smith's Bar,Captain Morgan,0.0,0.0,273.75,273.75,0.0,Thursday,0
2023-10-27,Smith's Bar,Captain Morgan,0.0,0.0,273.75,273.75,0.0,Friday,0
2023-10-28,Smith's Bar,Captain Morgan,0.0,0.0,273.75,273.75,0.0,Saturday,0
2023-10-29,Smith's Bar,Captain Morgan,273.75,0.0,273.75,0.0,1.0,Sunday,1
2023-10-30,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-10-31,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-11-01,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Wednesday,1
2023-11-02,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-11-03,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Friday,1
2023-11-04,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,1.0,Saturday,1
2023-11-05,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Sunday,1
2023-11-06,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-11-07,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-11-08,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,1.0,Wednesday,1
2023-11-09,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-11-10,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,1.0,Friday,1
2023-11-11,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Saturday,1
2023-11-12,Smith's Bar,Captain Morgan,477.53,1431.04,0.0,953.51,1.0,Sunday,0
2023-11-13,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Monday,0
2023-11-14,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Tuesday,0
2023-11-15,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Wednesday,0
2023-11-16,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Thursday,0
2023-11-17,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Friday,0
2023-11-18,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Saturday,0
2023-11-19,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Sunday,0
2023-11-20,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Monday,0
2023-11-21,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Tuesday,0
2023-11-22,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Wednesday,0
2023-11-23,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Thursday,0
2023-11-24,Smith's Bar,Captain Morgan,0.0,0.0,953.51,953.51,0.0,Friday,0
2023-11-25,Smith's Bar,Captain Morgan,465.37,0.0,953.51,488.14,1.0,Saturday,0
2023-11-26,Smith's Bar,Captain Morgan,198.89,0.0,488.14,289.25,1.0,Sunday,0
2023-11-27,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Monday,0
2023-11-28,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Tuesday,0
2023-11-29,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Wednesday,0
2023-11-30,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Thursday,0
2023-12-01,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Friday,0
2023-12-02,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Saturday,0
2023-12-03,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Sunday,0
2023-12-04,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Monday,0
2023-12-05,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Tuesday,0
2023-12-06,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Wednesday,0
2023-12-07,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Thursday,0
2023-12-08,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Friday,0
2023-12-09,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Saturday,0
2023-12-10,Smith's Bar,Captain Morgan,0.0,0.0,289.25,289.25,0.0,Sunday,0
2023-12-11,Smith's Bar,Captain Morgan,186.65,0.0,289.25,102.6,1.0,Monday,0
2023-12-12,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Tuesday,0
2023-12-13,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Wednesday,0
2023-12-14,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Thursday,0
2023-12-15,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Friday,0
2023-12-16,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Saturday,0
2023-12-17,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Sunday,0
2023-12-18,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Monday,0
2023-12-19,Smith's Bar,Captain Morgan,0.0,0.0,102.6,102.6,0.0,Tuesday,0
2023-12-20,Smith's Bar,Captain Morgan,102.6,0.0,102.6,0.0,1.0,Wednesday,1
2023-12-21,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-12-22,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Friday,1
2023-12-23,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Saturday,1
2023-12-24,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,1.0,Sunday,1
2023-12-25,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Monday,1
2023-12-26,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Tuesday,1
2023-12-27,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Wednesday,1
2023-12-28,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Thursday,1
2023-12-29,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Friday,1
2023-12-30,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Saturday,1
2023-12-31,Smith's Bar,Captain Morgan,0.0,0.0,0.0,0.0,0.0,Sunday,1
2024-01-01,Smith's Bar,Captain Morgan,508.91,1531.22,0.0,1022.31,1.0,Monday,0
2023-01-10,Smith's Bar,Coors,583.52,1416.82,2789.28,3622.58,1.0,Tuesday,0
2023-01-11,Smith's Bar,Coors,212.59,0.0,3622.58,3409.99,1.0,Wednesday,0
2023-01-12,Smith's Bar,Coors,205.42,0.0,3409.99,3204.57,1.0,Thursday,0
2023-01-13,Smith's Bar,Coors,0.0,0.0,3204.57,3204.57,0.0,Friday,0
2023-01-14,Smith's Bar,Coors,0.0,0.0,3204.57,3204.57,0.0,Saturday,0
2023-01-15,Smith's Bar,Coors,183.73,0.0,3204.57,3020.84,1.0,Sunday,0
2023-01-16,Smith's Bar,Coors,0.0,0.0,3020.84,3020.84,0.0,Monday,0
2023-01-17,Smith's Bar,Coors,0.0,0.0,3020.84,3020.84,0.0,Tuesday,0
2023-01-18,Smith's Bar,Coors,0.0,0.0,3020.84,3020.84,0.0,Wednesday,0
2023-01-19,Smith's Bar,Coors,0.0,0.0,3020.84,3020.84,0.0,Thursday,0
